round_epochs,val_loss,val_acc,loss,acc,batch_size,epochs,lr,lstm_1_nodes,lstm_2_nodes,lstm_3_nodes,lstm_layers,optimizer
80,3.1249786843545735e-05,0.0,5.528992936252481e-05,0.004854369,128,80,0.01,50,50,50,3,Adam
80,0.0014140261337161064,0.0,0.0018983855843544006,0.004854369,128,80,0.001,30,30,30,1,Adam
80,0.0014130419585853815,0.0,0.0018542855243352287,0.004854369,128,80,0.001,30,30,30,2,Adam
80,0.0021158421877771616,0.0,0.002162625475162731,0.004854369,128,80,0.001,30,30,30,3,Adam
80,0.001701737055554986,0.0,0.0010483092221530896,0.004854369,128,80,0.001,30,30,50,1,Adam
80,0.0012290619779378176,0.0,0.0011872261518485916,0.004854369,128,80,0.001,30,30,50,2,Adam
80,0.0014512488851323724,0.0,0.0016772956180485707,0.004854369,128,80,0.001,30,30,50,3,Adam
80,0.001764781540259719,0.0,0.0012876993990096363,0.004854369,128,80,0.001,30,50,30,1,Adam
80,0.0010456624440848827,0.0,0.0011615827408375092,0.004854369,128,80,0.001,30,50,30,2,Adam
80,0.0010700772982090712,0.0,0.0016681904253522748,0.004854369,128,80,0.001,30,50,30,3,Adam
80,0.0008306447416543961,0.0,0.0007263447776283093,0.004854369,128,80,0.001,30,50,50,1,Adam
80,0.001426715636625886,0.0,0.0014797423477962758,0.004854369,128,80,0.001,30,50,50,2,Adam
80,0.0011756948661059141,0.0,0.0013844954500933295,0.004854369,128,80,0.001,30,50,50,3,Adam
80,0.0014902374241501093,0.0,0.0009301957031214628,0.004854369,128,80,0.001,50,30,30,1,Adam
80,0.0005936748930253088,0.0,0.0008281621747442241,0.004854369,128,80,0.001,50,30,30,2,Adam
80,0.0007821826147846878,0.0,0.0012935814696355063,0.004854369,128,80,0.001,50,30,30,3,Adam
80,0.0015126473736017942,0.0,0.0011659517999539533,0.004854369,128,80,0.001,50,30,50,1,Adam
80,0.0009816240053623915,0.0,0.0010083732878997272,0.004854369,128,80,0.001,50,30,50,2,Adam
80,0.00128905288875103,0.0,0.0016545302447076272,0.004854369,128,80,0.001,50,30,50,3,Adam
80,0.0012586539378389716,0.0,0.0008959970493502554,0.004854369,128,80,0.001,50,50,30,1,Adam
80,0.0008328313124366105,0.0,0.0008302695135974768,0.004854369,128,80,0.001,50,50,30,2,Adam
80,0.0009965493809431791,0.0,0.0012051475096439709,0.004854369,128,80,0.001,50,50,30,3,Adam
80,0.001073921681381762,0.0,0.0008039193106950848,0.004854369,128,80,0.001,50,50,50,1,Adam
80,0.000617080891970545,0.0,0.0009631053753676417,0.004854369,128,80,0.001,50,50,50,2,Adam
80,0.0006466474733315408,0.0,0.0010113206384613097,0.004854369,128,80,0.001,50,50,50,3,Adam
