round_epochs,loss,acc,batch_size,epochs,lr,lstm1_nodes,lstm2_nodes,lstm3_nodes,lstm_layers,optimizer
80,5.263456109385355e-05,0.006802721,64,80,0.1,70,30,70,2,Adam
80,0.00039875857956900713,0.006802721,64,80,0.1,70,50,30,1,Adam
80,0.0004838479660628807,0.006802721,64,80,0.1,70,50,30,2,Adam
80,0.023585506543821216,0.0,64,80,0.1,70,50,50,1,Adam
80,6.306707561269504e-05,0.006802721,64,80,0.1,70,50,50,2,Adam
80,0.023858541762139522,0.0,64,80,0.1,70,50,70,1,Adam
80,0.010040389785707808,0.006802721,64,80,0.1,70,50,70,2,Adam
80,0.0010264557909036728,0.006802721,64,80,0.1,70,70,30,1,Adam
80,0.00571738325097427,0.006802721,64,80,0.1,70,70,30,2,Adam
80,0.0022904206634353414,0.006802721,64,80,0.1,70,70,50,1,Adam
80,0.023569401429623972,0.0,64,80,0.1,70,70,50,2,Adam
80,0.001251868004387967,0.006802721,64,80,0.1,70,70,70,1,Adam
80,4.85945178681294e-05,0.006802721,64,80,0.1,70,70,70,2,Adam
80,0.00010738352116246447,0.006802721,64,80,0.01,30,30,30,1,Adam
80,4.4277042774546915e-05,0.006802721,64,80,0.01,30,30,30,2,Adam
80,0.00011768030199906504,0.006802721,64,80,0.01,30,30,50,1,Adam
80,4.530093787759891e-05,0.006802721,64,80,0.01,30,30,50,2,Adam
80,0.00013786721965701947,0.006802721,64,80,0.01,30,30,70,1,Adam
80,3.66229271997506e-05,0.006802721,64,80,0.01,30,30,70,2,Adam
80,0.00011204436673726538,0.006802721,64,80,0.01,30,50,30,1,Adam
80,6.325865546213685e-05,0.006802721,64,80,0.01,30,50,30,2,Adam
80,0.00013327875907028405,0.006802721,64,80,0.01,30,50,50,1,Adam
80,5.320772345462532e-05,0.006802721,64,80,0.01,30,50,50,2,Adam
80,9.976791066068485e-05,0.006802721,64,80,0.01,30,50,70,1,Adam
80,8.222016561926869e-05,0.006802721,64,80,0.01,30,50,70,2,Adam
80,0.000147995571380158,0.006802721,64,80,0.01,30,70,30,1,Adam
80,0.00015313128928288018,0.006802721,64,80,0.01,30,70,30,2,Adam
80,8.817816918975591e-05,0.006802721,64,80,0.01,30,70,50,1,Adam
80,5.047843148290389e-05,0.006802721,64,80,0.01,30,70,50,2,Adam
80,0.000108448911027042,0.006802721,64,80,0.01,30,70,70,1,Adam
80,9.63896826989822e-05,0.006802721,64,80,0.01,30,70,70,2,Adam
80,0.00013400232555981422,0.006802721,64,80,0.01,50,30,30,1,Adam
80,3.378251690233798e-05,0.006802721,64,80,0.01,50,30,30,2,Adam
80,0.00011547868666484584,0.006802721,64,80,0.01,50,30,50,1,Adam
80,4.022838434479263e-05,0.006802721,64,80,0.01,50,30,50,2,Adam
80,0.00011509280590630346,0.006802721,64,80,0.01,50,30,70,1,Adam
80,7.317957856777904e-05,0.006802721,64,80,0.01,50,30,70,2,Adam
80,0.0001147342880939919,0.006802721,64,80,0.01,50,50,30,1,Adam
80,3.267710038629475e-05,0.006802721,64,80,0.01,50,50,30,2,Adam
80,0.00010859748024095901,0.006802721,64,80,0.01,50,50,50,1,Adam
80,0.0001085878392753942,0.006802721,64,80,0.01,50,50,50,2,Adam
80,0.00013053965916956907,0.006802721,64,80,0.01,50,50,70,1,Adam
80,4.3035163928704734e-05,0.006802721,64,80,0.01,50,50,70,2,Adam
80,0.00013547931416878843,0.006802721,64,80,0.01,50,70,30,1,Adam
80,5.2987093614338306e-05,0.006802721,64,80,0.01,50,70,30,2,Adam
80,0.00010726514623221644,0.006802721,64,80,0.01,50,70,50,1,Adam
80,6.53668406700991e-05,0.006802721,64,80,0.01,50,70,50,2,Adam
80,8.314921274950703e-05,0.006802721,64,80,0.01,50,70,70,1,Adam
80,3.9842851075096705e-05,0.006802721,64,80,0.01,50,70,70,2,Adam
80,0.00010362015216457689,0.006802721,64,80,0.01,70,30,30,1,Adam
80,4.32677438364247e-05,0.006802721,64,80,0.01,70,30,30,2,Adam
80,9.954760606065282e-05,0.006802721,64,80,0.01,70,30,50,1,Adam
80,0.00010147906767483959,0.006802721,64,80,0.01,70,30,50,2,Adam
80,0.0001046928261536598,0.006802721,64,80,0.01,70,30,70,1,Adam
80,5.447490498753024e-05,0.006802721,64,80,0.01,70,30,70,2,Adam
80,7.833609358268175e-05,0.006802721,64,80,0.01,70,50,30,1,Adam
80,4.796111563930991e-05,0.006802721,64,80,0.01,70,50,30,2,Adam
80,0.00011787281067151779,0.006802721,64,80,0.01,70,50,50,1,Adam
80,2.7948883898654435e-05,0.006802721,64,80,0.01,70,50,50,2,Adam
80,8.407655671170793e-05,0.006802721,64,80,0.01,70,50,70,1,Adam
80,4.368316097367954e-05,0.006802721,64,80,0.01,70,50,70,2,Adam
80,9.714570082565706e-05,0.006802721,64,80,0.01,70,70,30,1,Adam
80,3.179407117602837e-05,0.006802721,64,80,0.01,70,70,30,2,Adam
80,5.840498864568364e-05,0.006802721,64,80,0.01,70,70,50,1,Adam
80,3.0311165010928e-05,0.006802721,64,80,0.01,70,70,50,2,Adam
80,0.0003301694315658616,0.006802721,64,80,0.01,70,70,70,1,Adam
80,3.453796301252877e-05,0.006802721,64,80,0.01,70,70,70,2,Adam
80,0.0013032977799504843,0.006802721,64,80,0.001,30,30,30,1,Adam
80,0.0007999512835383593,0.006802721,64,80,0.001,30,30,30,2,Adam
80,0.0008174071253156986,0.006802721,64,80,0.001,30,30,50,1,Adam
80,0.0006519442021872113,0.006802721,64,80,0.001,30,30,50,2,Adam
80,0.0006363947743543608,0.006802721,64,80,0.001,30,30,70,1,Adam
80,0.00045443639883036615,0.006802721,64,80,0.001,30,30,70,2,Adam
80,0.0009956872352037806,0.006802721,64,80,0.001,30,50,30,1,Adam
80,0.0005892133324400706,0.006802721,64,80,0.001,30,50,30,2,Adam
80,0.0010900873022445408,0.006802721,64,80,0.001,30,50,50,1,Adam
80,0.00046394903333160745,0.006802721,64,80,0.001,30,50,50,2,Adam
80,0.0009813546969279722,0.006802721,64,80,0.001,30,50,70,1,Adam
80,0.0003635426004695212,0.006802721,64,80,0.001,30,50,70,2,Adam
80,0.0009150042608031864,0.006802721,64,80,0.001,30,70,30,1,Adam
80,0.0005204329136671929,0.006802721,64,80,0.001,30,70,30,2,Adam
80,0.0007910531292967245,0.006802721,64,80,0.001,30,70,50,1,Adam
80,0.0004029594938711067,0.006802721,64,80,0.001,30,70,50,2,Adam
80,0.0007793937120182744,0.006802721,64,80,0.001,30,70,70,1,Adam
80,0.0003473854683724479,0.006802721,64,80,0.001,30,70,70,2,Adam
80,0.0007488264476161349,0.006802721,64,80,0.001,50,30,30,1,Adam
80,0.0006405920782965944,0.006802721,64,80,0.001,50,30,30,2,Adam
80,0.0005179848181413246,0.006802721,64,80,0.001,50,30,50,1,Adam
80,0.0005371041946765669,0.006802721,64,80,0.001,50,30,50,2,Adam
80,0.0005258720268758305,0.006802721,64,80,0.001,50,30,70,1,Adam
80,0.0004921398153504813,0.006802721,64,80,0.001,50,30,70,2,Adam
80,0.0007593960213779034,0.006802721,64,80,0.001,50,50,30,1,Adam
80,0.0005285913317914114,0.006802721,64,80,0.001,50,50,30,2,Adam
80,0.0006041224886244322,0.006802721,64,80,0.001,50,50,50,1,Adam
80,0.00038735059790430453,0.006802721,64,80,0.001,50,50,50,2,Adam
80,0.00053579291031018,0.006802721,64,80,0.001,50,50,70,1,Adam
80,0.00035947275031825247,0.006802721,64,80,0.001,50,50,70,2,Adam
80,0.0007408734064131063,0.006802721,64,80,0.001,50,70,30,1,Adam
80,0.00042995759705715135,0.006802721,64,80,0.001,50,70,30,2,Adam
80,0.0006616593485652172,0.006802721,64,80,0.001,50,70,50,1,Adam
80,0.000357754017374095,0.006802721,64,80,0.001,50,70,50,2,Adam
80,0.000536671967156941,0.006802721,64,80,0.001,50,70,70,1,Adam
80,0.0003267980780972003,0.006802721,64,80,0.001,50,70,70,2,Adam
80,0.0006626089145888758,0.006802721,64,80,0.001,70,30,30,1,Adam
80,0.0006844978844889497,0.006802721,64,80,0.001,70,30,30,2,Adam
80,0.0005240965587364947,0.006802721,64,80,0.001,70,30,50,1,Adam
80,0.0004282031051076467,0.006802721,64,80,0.001,70,30,50,2,Adam
80,0.0004980846519619987,0.006802721,64,80,0.001,70,30,70,1,Adam
80,0.00039251625825346883,0.006802721,64,80,0.001,70,30,70,2,Adam
80,0.0005928705397222768,0.006802721,64,80,0.001,70,50,30,1,Adam
80,0.0004259974047934421,0.006802721,64,80,0.001,70,50,30,2,Adam
80,0.0005101275907078644,0.006802721,64,80,0.001,70,50,50,1,Adam
80,0.00042116076077277563,0.006802721,64,80,0.001,70,50,50,2,Adam
80,0.00044188550598190805,0.006802721,64,80,0.001,70,50,70,1,Adam
80,0.0004041877152124217,0.006802721,64,80,0.001,70,50,70,2,Adam
80,0.0006741573050603125,0.006802721,64,80,0.001,70,70,30,1,Adam
80,0.0004703528416061102,0.006802721,64,80,0.001,70,70,30,2,Adam
80,0.0005547381479365966,0.006802721,64,80,0.001,70,70,50,1,Adam
80,0.0003375552027335004,0.006802721,64,80,0.001,70,70,50,2,Adam
80,0.00043423750143194075,0.006802721,64,80,0.001,70,70,70,1,Adam
80,0.00032147225214257125,0.006802721,64,80,0.001,70,70,70,2,Adam
20,0.0024713970575050838,0.006802721,128,20,0.1,30,30,30,1,Adam
20,0.006223966690654658,0.006802721,128,20,0.1,30,30,30,2,Adam
20,0.0036288363649985013,0.006802721,128,20,0.1,30,30,50,1,Adam
20,0.007510409335650149,0.006802721,128,20,0.1,30,30,50,2,Adam
20,0.0041910818537228365,0.006802721,128,20,0.1,30,30,70,1,Adam
20,0.010955699706817566,0.006802721,128,20,0.1,30,30,70,2,Adam
20,0.005666935528140692,0.006802721,128,20,0.1,30,50,30,1,Adam
20,0.007419915483364848,0.006802721,128,20,0.1,30,50,30,2,Adam
20,0.0024098724841146546,0.006802721,128,20,0.1,30,50,50,1,Adam
20,0.0010036183141019879,0.006802721,128,20,0.1,30,50,50,2,Adam
20,0.004832446914115528,0.006802721,128,20,0.1,30,50,70,1,Adam
20,0.0020194523746059055,0.006802721,128,20,0.1,30,50,70,2,Adam
20,0.002744905661702866,0.006802721,128,20,0.1,30,70,30,1,Adam
20,0.0032657311665413736,0.006802721,128,20,0.1,30,70,30,2,Adam
20,0.00714388980964186,0.006802721,128,20,0.1,30,70,50,1,Adam
20,0.0016519991003078262,0.006802721,128,20,0.1,30,70,50,2,Adam
20,0.0077731909585141,0.006802721,128,20,0.1,30,70,70,1,Adam
20,0.002804729007311216,0.006802721,128,20,0.1,30,70,70,2,Adam
20,0.0013008080636702326,0.006802721,128,20,0.1,50,30,30,1,Adam
20,0.0009586603292042301,0.006802721,128,20,0.1,50,30,30,2,Adam
20,0.020627940434734433,0.0,128,20,0.1,50,30,50,1,Adam
20,0.0019784287001532153,0.006802721,128,20,0.1,50,30,50,2,Adam
20,0.002091197209071596,0.006802721,128,20,0.1,50,30,70,1,Adam
20,0.002080867887430248,0.006802721,128,20,0.1,50,30,70,2,Adam
20,0.011168922652446088,0.006802721,128,20,0.1,50,50,30,1,Adam
20,0.008166931056398518,0.006802721,128,20,0.1,50,50,30,2,Adam
20,0.0235836731814811,0.0,128,20,0.1,50,50,50,1,Adam
20,0.0020262461193666166,0.006802721,128,20,0.1,50,50,50,2,Adam
20,0.011863919022512071,0.006802721,128,20,0.1,50,50,70,1,Adam
20,0.003181816168211806,0.006802721,128,20,0.1,50,50,70,2,Adam
20,0.012496498052258881,0.006802721,128,20,0.1,50,70,30,1,Adam
20,0.009720667664493834,0.006802721,128,20,0.1,50,70,30,2,Adam
20,0.021857098733284036,0.0,128,20,0.1,50,70,50,1,Adam
20,0.010913376303605076,0.006802721,128,20,0.1,50,70,50,2,Adam
20,0.011104757846871606,0.006802721,128,20,0.1,50,70,70,1,Adam
20,0.0008517302458687704,0.006802721,128,20,0.1,50,70,70,2,Adam
20,0.01111667062200251,0.006802721,128,20,0.1,70,30,30,1,Adam
20,0.004451288958872054,0.006802721,128,20,0.1,70,30,30,2,Adam
20,0.016469063326006846,0.006802721,128,20,0.1,70,30,50,1,Adam
20,0.0006272254244829876,0.006802721,128,20,0.1,70,30,50,2,Adam
20,0.01942038368180293,0.006802721,128,20,0.1,70,30,70,1,Adam
20,0.0019371676049670394,0.006802721,128,20,0.1,70,30,70,2,Adam
20,0.006794933939263934,0.006802721,128,20,0.1,70,50,30,1,Adam
20,0.006730562576479247,0.006802721,128,20,0.1,70,50,30,2,Adam
20,0.014029166477472604,0.006802721,128,20,0.1,70,50,50,1,Adam
20,0.012414883372380215,0.006802721,128,20,0.1,70,50,50,2,Adam
20,0.023697774477150976,0.0,128,20,0.1,70,50,70,1,Adam
20,0.023568971766805162,0.0,128,20,0.1,70,50,70,2,Adam
20,0.007902425761353605,0.006802721,128,20,0.1,70,70,30,1,Adam
20,0.004331421371562039,0.006802721,128,20,0.1,70,70,30,2,Adam
20,0.02249209648695122,0.0,128,20,0.1,70,70,50,1,Adam
20,0.024667835864080053,0.0,128,20,0.1,70,70,50,2,Adam
20,0.023320332220216997,0.006802721,128,20,0.1,70,70,70,1,Adam
20,0.010909758191429027,0.006802721,128,20,0.1,70,70,70,2,Adam
20,0.001973550991617701,0.006802721,128,20,0.01,30,30,30,1,Adam
20,0.0028878009678529842,0.006802721,128,20,0.01,30,30,30,2,Adam
20,0.0024459777957424014,0.006802721,128,20,0.01,30,30,50,1,Adam
20,0.004558532277033443,0.006802721,128,20,0.01,30,30,50,2,Adam
20,0.0015566001098197535,0.006802721,128,20,0.01,30,30,70,1,Adam
20,0.0026366895371192725,0.006802721,128,20,0.01,30,30,70,2,Adam
20,0.005856259067093028,0.006802721,128,20,0.01,30,50,30,1,Adam
20,0.0038760998191273944,0.006802721,128,20,0.01,30,50,30,2,Adam
20,0.0026973215166200587,0.006802721,128,20,0.01,30,50,50,1,Adam
20,0.001308935757751773,0.006802721,128,20,0.01,30,50,50,2,Adam
20,0.0022787659913681597,0.006802721,128,20,0.01,30,50,70,1,Adam
20,0.001493373444639653,0.006802721,128,20,0.01,30,50,70,2,Adam
20,0.001056598194916004,0.006802721,128,20,0.01,30,70,30,1,Adam
20,0.002364519386406557,0.006802721,128,20,0.01,30,70,30,2,Adam
20,0.003892536818360289,0.006802721,128,20,0.01,30,70,50,1,Adam
20,0.0015023813232918884,0.006802721,128,20,0.01,30,70,50,2,Adam
20,0.0015022400204333015,0.006802721,128,20,0.01,30,70,70,1,Adam
20,0.0013484338858342241,0.006802721,128,20,0.01,30,70,70,2,Adam
20,0.0016487860097074692,0.006802721,128,20,0.01,50,30,30,1,Adam
20,0.0019440178428364752,0.006802721,128,20,0.01,50,30,30,2,Adam
20,0.0012364804682949064,0.006802721,128,20,0.01,50,30,50,1,Adam
20,0.0028849932583695165,0.006802721,128,20,0.01,50,30,50,2,Adam
20,0.0048157260784892,0.006802721,128,20,0.01,50,30,70,1,Adam
20,0.0014012218643055887,0.006802721,128,20,0.01,50,30,70,2,Adam
20,0.0013002953159489802,0.006802721,128,20,0.01,50,50,30,1,Adam
20,0.005300754161716319,0.006802721,128,20,0.01,50,50,30,2,Adam
20,0.0020183073261714713,0.006802721,128,20,0.01,50,50,50,1,Adam
20,0.0012551973487541941,0.006802721,128,20,0.01,50,50,50,2,Adam
20,0.003521171461816142,0.006802721,128,20,0.01,50,50,70,1,Adam
20,0.004459979703181049,0.006802721,128,20,0.01,50,50,70,2,Adam
20,0.0013191095928718544,0.006802721,128,20,0.01,50,70,30,1,Adam
20,0.002058882293209028,0.006802721,128,20,0.01,50,70,30,2,Adam
20,0.0040956041490545075,0.006802721,128,20,0.01,50,70,50,1,Adam
20,0.003972917229735425,0.006802721,128,20,0.01,50,70,50,2,Adam
20,0.0015708197804712722,0.006802721,128,20,0.01,50,70,70,1,Adam
20,0.0015559657484761813,0.006802721,128,20,0.01,50,70,70,2,Adam
20,0.002485856657759065,0.006802721,128,20,0.01,70,30,30,1,Adam
20,0.004457727938630701,0.006802721,128,20,0.01,70,30,30,2,Adam
20,0.0006645693864236224,0.006802721,128,20,0.01,70,30,50,1,Adam
20,0.0018152576383380662,0.006802721,128,20,0.01,70,30,50,2,Adam
20,0.0016433337757199191,0.006802721,128,20,0.01,70,30,70,1,Adam
20,0.0013765936937550603,0.006802721,128,20,0.01,70,30,70,2,Adam
20,0.002302551351417946,0.006802721,128,20,0.01,70,50,30,1,Adam
20,0.001678231470825366,0.006802721,128,20,0.01,70,50,30,2,Adam
20,0.0014874953934986169,0.006802721,128,20,0.01,70,50,50,1,Adam
20,0.0015540607178545728,0.006802721,128,20,0.01,70,50,50,2,Adam
20,0.003157377748300328,0.006802721,128,20,0.01,70,50,70,1,Adam
20,0.0036279358330885973,0.006802721,128,20,0.01,70,50,70,2,Adam
20,0.002607824347381081,0.006802721,128,20,0.01,70,70,30,1,Adam
20,0.0028497562260639403,0.006802721,128,20,0.01,70,70,30,2,Adam
20,0.0014319422953369312,0.006802721,128,20,0.01,70,70,50,1,Adam
20,0.0025433458143933898,0.006802721,128,20,0.01,70,70,50,2,Adam
20,0.0016760059575341186,0.006802721,128,20,0.01,70,70,70,1,Adam
20,0.003240353731140748,0.006802721,128,20,0.01,70,70,70,2,Adam
20,0.020013286396354236,0.0,128,20,0.001,30,30,30,1,Adam
20,0.021796176019979983,0.0,128,20,0.001,30,30,30,2,Adam
20,0.020019396366614872,0.0,128,20,0.001,30,30,50,1,Adam
20,0.021275244133711672,0.0,128,20,0.001,30,30,50,2,Adam
20,0.01955560388258931,0.0,128,20,0.001,30,30,70,1,Adam
20,0.020606765168763343,0.0,128,20,0.001,30,30,70,2,Adam
20,0.020093106138868395,0.0,128,20,0.001,30,50,30,1,Adam
20,0.020563045871399697,0.0,128,20,0.001,30,50,30,2,Adam
20,0.02006457985511848,0.0,128,20,0.001,30,50,50,1,Adam
20,0.01989299684864323,0.0,128,20,0.001,30,50,50,2,Adam
20,0.019086072968990623,0.0,128,20,0.001,30,50,70,1,Adam
20,0.021175077945298076,0.0,128,20,0.001,30,50,70,2,Adam
20,0.019705617230157464,0.0,128,20,0.001,30,70,30,1,Adam
20,0.019799244647123376,0.0,128,20,0.001,30,70,30,2,Adam
20,0.01885827710585935,0.0,128,20,0.001,30,70,50,1,Adam
20,0.020457897047024397,0.0,128,20,0.001,30,70,50,2,Adam
20,0.01897173791769005,0.0,128,20,0.001,30,70,70,1,Adam
20,0.02056804566713823,0.0,128,20,0.001,30,70,70,2,Adam
20,0.01876603126475195,0.0,128,20,0.001,50,30,30,1,Adam
20,0.020924317606148265,0.0,128,20,0.001,50,30,30,2,Adam
20,0.019300326223478836,0.0,128,20,0.001,50,30,50,1,Adam
20,0.02075848143015589,0.0,128,20,0.001,50,30,50,2,Adam
20,0.018291664474523392,0.0,128,20,0.001,50,30,70,1,Adam
20,0.021119259019084527,0.0,128,20,0.001,50,30,70,2,Adam
20,0.018946386024761362,0.0,128,20,0.001,50,50,30,1,Adam
20,0.02057652064554748,0.0,128,20,0.001,50,50,30,2,Adam
20,0.018946424164638227,0.0,128,20,0.001,50,50,50,1,Adam
20,0.019793035956669827,0.0,128,20,0.001,50,50,50,2,Adam
20,0.017577681703125538,0.0,128,20,0.001,50,50,70,1,Adam
20,0.019919528587892348,0.0,128,20,0.001,50,50,70,2,Adam
20,0.020228988180557888,0.0,128,20,0.001,50,70,30,1,Adam
20,0.02000673219156103,0.0,128,20,0.001,50,70,30,2,Adam
20,0.018081447122251095,0.0,128,20,0.001,50,70,50,1,Adam
20,0.0190876332067308,0.0,128,20,0.001,50,70,50,2,Adam
20,0.018643060331644656,0.0,128,20,0.001,50,70,70,1,Adam
20,0.01934446946901529,0.0,128,20,0.001,50,70,70,2,Adam
20,0.018136121662092858,0.0,128,20,0.001,70,30,30,1,Adam
20,0.020578025200334537,0.0,128,20,0.001,70,30,30,2,Adam
20,0.01785823630587179,0.0,128,20,0.001,70,30,50,1,Adam
20,0.02019772652004446,0.0,128,20,0.001,70,30,50,2,Adam
20,0.01703143466998931,0.0,128,20,0.001,70,30,70,1,Adam
20,0.020135112740352852,0.0,128,20,0.001,70,30,70,2,Adam
20,0.016866842481199983,0.0,128,20,0.001,70,50,30,1,Adam
20,0.020920183686983018,0.0,128,20,0.001,70,50,30,2,Adam
20,0.017151491247675045,0.0,128,20,0.001,70,50,50,1,Adam
20,0.01999737020442579,0.0,128,20,0.001,70,50,50,2,Adam
20,0.016603741940541736,0.0,128,20,0.001,70,50,70,1,Adam
20,0.020200902225487694,0.0,128,20,0.001,70,50,70,2,Adam
20,0.017941629704164,0.0,128,20,0.001,70,70,30,1,Adam
20,0.019266888625970504,0.0,128,20,0.001,70,70,30,2,Adam
20,0.016668435198818745,0.0,128,20,0.001,70,70,50,1,Adam
20,0.01948613855911761,0.0,128,20,0.001,70,70,50,2,Adam
20,0.018333555389271707,0.0,128,20,0.001,70,70,70,1,Adam
20,0.019320073670574596,0.0,128,20,0.001,70,70,70,2,Adam
50,0.0006327244158530114,0.006802721,128,50,0.1,30,30,30,1,Adam
50,7.84442094126938e-05,0.006802721,128,50,0.1,30,30,30,2,Adam
50,0.00021056706775977676,0.006802721,128,50,0.1,30,30,50,1,Adam
50,0.00012778071963804818,0.006802721,128,50,0.1,30,30,50,2,Adam
50,0.0001384533194747443,0.006802721,128,50,0.1,30,30,70,1,Adam
50,0.00010817049918173603,0.006802721,128,50,0.1,30,30,70,2,Adam
50,0.00017118855458913928,0.006802721,128,50,0.1,30,50,30,1,Adam
50,0.00019170682232662225,0.006802721,128,50,0.1,30,50,30,2,Adam
50,0.00028773937281300347,0.006802721,128,50,0.1,30,50,50,1,Adam
50,0.00010974534437199738,0.006802721,128,50,0.1,30,50,50,2,Adam
50,8.01513290870618e-05,0.006802721,128,50,0.1,30,50,70,1,Adam
50,0.00021079750486085712,0.006802721,128,50,0.1,30,50,70,2,Adam
50,0.00012953617003410548,0.006802721,128,50,0.1,30,70,30,1,Adam
50,0.000287664452722917,0.006802721,128,50,0.1,30,70,30,2,Adam
50,0.00015426939358296457,0.006802721,128,50,0.1,30,70,50,1,Adam
50,0.00014482621804590902,0.006802721,128,50,0.1,30,70,50,2,Adam
50,0.00022541383151867788,0.006802721,128,50,0.1,30,70,70,1,Adam
50,6.594418288290906e-05,0.006802721,128,50,0.1,30,70,70,2,Adam
50,0.0008190168771848437,0.006802721,128,50,0.1,50,30,30,1,Adam
50,8.450050206322755e-05,0.006802721,128,50,0.1,50,30,30,2,Adam
50,0.024199662381643745,0.0,128,50,0.1,50,30,50,1,Adam
50,0.00018849663072515938,0.006802721,128,50,0.1,50,30,50,2,Adam
50,0.0029131804092400737,0.006802721,128,50,0.1,50,30,70,1,Adam
50,0.00028966944497914153,0.006802721,128,50,0.1,50,30,70,2,Adam
50,0.00047756910172044013,0.006802721,128,50,0.1,50,50,30,1,Adam
50,9.328715547168513e-05,0.006802721,128,50,0.1,50,50,30,2,Adam
50,0.00038209983914279616,0.006802721,128,50,0.1,50,50,50,1,Adam
50,0.00020128148243616837,0.006802721,128,50,0.1,50,50,50,2,Adam
50,0.0003633636408675538,0.006802721,128,50,0.1,50,50,70,1,Adam
50,0.0002815431852264292,0.006802721,128,50,0.1,50,50,70,2,Adam
50,0.001957522351991664,0.006802721,128,50,0.1,50,70,30,1,Adam
50,0.00013456594558879353,0.006802721,128,50,0.1,50,70,30,2,Adam
50,0.00015893291450758167,0.006802721,128,50,0.1,50,70,50,1,Adam
50,0.00015675919182910614,0.006802721,128,50,0.1,50,70,50,2,Adam
50,0.0022139862689766147,0.006802721,128,50,0.1,50,70,70,1,Adam
50,0.00013541154946330428,0.006802721,128,50,0.1,50,70,70,2,Adam
50,0.0013708885074878226,0.006802721,128,50,0.1,70,30,30,1,Adam
50,0.00013709073733034715,0.006802721,128,50,0.1,70,30,30,2,Adam
50,0.0005057044758866889,0.006802721,128,50,0.1,70,30,50,1,Adam
50,0.00018591042010107262,0.006802721,128,50,0.1,70,30,50,2,Adam
50,0.0002736086012965043,0.006802721,128,50,0.1,70,30,70,1,Adam
50,0.0004291454687252083,0.006802721,128,50,0.1,70,30,70,2,Adam
50,0.005548761314934208,0.006802721,128,50,0.1,70,50,30,1,Adam
50,0.0002907655644547321,0.006802721,128,50,0.1,70,50,30,2,Adam
50,0.0018007546048738113,0.006802721,128,50,0.1,70,50,50,1,Adam
50,7.280508631628109e-05,0.006802721,128,50,0.1,70,50,50,2,Adam
50,0.00020741290697150034,0.006802721,128,50,0.1,70,50,70,1,Adam
50,0.00015920395511487612,0.006802721,128,50,0.1,70,50,70,2,Adam
50,9.11628246415473e-05,0.006802721,128,50,0.1,70,70,30,1,Adam
50,0.0008652792033045647,0.006802721,128,50,0.1,70,70,30,2,Adam
50,0.00045863428623510563,0.006802721,128,50,0.1,70,70,50,1,Adam
50,0.023701302859247948,0.0,128,50,0.1,70,70,50,2,Adam
50,0.002068738000099959,0.006802721,128,50,0.1,70,70,70,1,Adam
50,0.0005498829172594713,0.006802721,128,50,0.1,70,70,70,2,Adam
50,0.0002121017188278065,0.006802721,128,50,0.01,30,30,30,1,Adam
50,0.0002816511824137854,0.006802721,128,50,0.01,30,30,30,2,Adam
50,0.0002217830380909525,0.006802721,128,50,0.01,30,30,50,1,Adam
50,0.0002128009310785719,0.006802721,128,50,0.01,30,30,50,2,Adam
50,0.00023741531759962996,0.006802721,128,50,0.01,30,30,70,1,Adam
50,0.00021317473265855592,0.006802721,128,50,0.01,30,30,70,2,Adam
50,0.0002684593149207431,0.006802721,128,50,0.01,30,50,30,1,Adam
50,0.00028187376138164987,0.006802721,128,50,0.01,30,50,30,2,Adam
50,0.0002456808544011932,0.006802721,128,50,0.01,30,50,50,1,Adam
50,0.0002527927361519019,0.006802721,128,50,0.01,30,50,50,2,Adam
50,0.0002823852429130403,0.006802721,128,50,0.01,30,50,70,1,Adam
50,0.0002580652915045847,0.006802721,128,50,0.01,30,50,70,2,Adam
50,0.0002664005566292544,0.006802721,128,50,0.01,30,70,30,1,Adam
50,0.00027350479852547555,0.006802721,128,50,0.01,30,70,30,2,Adam
50,0.0002280612534377724,0.006802721,128,50,0.01,30,70,50,1,Adam
50,0.0002850667984033998,0.006802721,128,50,0.01,30,70,50,2,Adam
50,0.00024340759177191729,0.006802721,128,50,0.01,30,70,70,1,Adam
50,0.00020921113282136404,0.006802721,128,50,0.01,30,70,70,2,Adam
50,0.00026121395998428493,0.006802721,128,50,0.01,50,30,30,1,Adam
50,0.0001542236684460421,0.006802721,128,50,0.01,50,30,30,2,Adam
50,0.00030717096737147226,0.006802721,128,50,0.01,50,30,50,1,Adam
50,0.00020054020586983477,0.006802721,128,50,0.01,50,30,50,2,Adam
50,0.00021494501506946157,0.006802721,128,50,0.01,50,30,70,1,Adam
50,0.00028857979066210617,0.006802721,128,50,0.01,50,30,70,2,Adam
50,0.000239682166150543,0.006802721,128,50,0.01,50,50,30,1,Adam
50,0.0002125600765385589,0.006802721,128,50,0.01,50,50,30,2,Adam
50,0.00023376355540651993,0.006802721,128,50,0.01,50,50,50,1,Adam
50,0.0004069852539960637,0.006802721,128,50,0.01,50,50,50,2,Adam
50,0.00022645135614846764,0.006802721,128,50,0.01,50,50,70,1,Adam
50,0.0001626936263455471,0.006802721,128,50,0.01,50,50,70,2,Adam
50,0.00027082346123959996,0.006802721,128,50,0.01,50,70,30,1,Adam
50,0.0001807216197071315,0.006802721,128,50,0.01,50,70,30,2,Adam
50,0.0002305862277217184,0.006802721,128,50,0.01,50,70,50,1,Adam
50,0.00022748952017159386,0.006802721,128,50,0.01,50,70,50,2,Adam
50,0.0002069741408407948,0.006802721,128,50,0.01,50,70,70,1,Adam
